id,"title","image_url","director","detail","open_date","created_at","updated_at"
11,"エルヴィス、我が心の歌","http://image.eiga.k-img.com/images/movie/84452/poster2/200.jpg?1456978768","アルマンド・ボー","アレハンドロ・ゴンサレス・イニャリトゥ監督の「BIUTIFUL ビューティフル」「バードマン　あるいは（無知がもたらす予期せぬ奇跡）」で共同脚本を務めたアルマンド・ボーの初長編監督作品。昼は金型工場で働き、夜はエルビス・プレスリーのトリビュートアーティストとしてステージに立つカルロス。自分がエルビスの生まれ変わりと信じて疑わないカルロスに妻と娘は愛想を尽かして家を出て行ってしまった。ある出来事から、別居中の娘の面倒を見ることになったカルロスは、次第に父親としての自覚が芽生えていくが、彼にはどうしても実現しなければならない大きな夢があった。それはエルビスファンの聖地であるテネシー州メンフィスの「グレイスランド」へ向かうことだった。主人公カルロス役にアルゼンチンでエルビスのトリビュートアーティストとして活躍するジョン・マキナニー。","2016年5月28日","2017-02-20 08:56:27","2017-02-20 08:56:27"
12,"女ヒエラルキー底辺少女","http://image.eiga.k-img.com/images/movie/84904/photo/242d864dadbc8856/320.jpg?1462879638","森岡利行","こじらせ系女子の主人公・桃子の高校生活を描いた鈴木詩子による同名コミックを実写映画化。「女の子ものがたり」「ハダカの美奈子」の森岡利行監督がメガホンをとり、元「AKB48」の1期生・平嶋夏海が主演を務めた。おバカキャラと冴えない見た目のせいで、校内ヒエラルキーの底辺にいる女子高生の桃子。友人たちはナンパされたり、彼氏とデートしたりとリア充な日々を送っているが、桃子は彼氏いない歴イコール年齢で、散々な学園生活を送っていた。自分を馬鹿にするクラスメイトをムチでいたぶる妄想をし、ストレスを発散する桃子だったが……。","2016年5月28日","2017-02-20 08:56:28","2017-02-20 08:56:28"
13,"リリカルスクールの未知との遭遇","http://image.eiga.k-img.com/images/movie/84165/photo/941cd4573c4e2310/320.jpg?1458876636","デモ田中","ヒップホップアイドルユニット「lyrical school（リリカルスクール）」の映画初主演作。レコード店のバイト仲間、ayaka、mei、yumi、ami、minan、himeは、アイドルラップグループ「リリカルスクール」を結成し、いつかスポットライトを浴びる日を夢見て地道に活動をしていた。ある日、たまり場である倉庫の片隅にあった人形「バムさん」が突然しゃべりだした。その人形は宇宙からやって来たのだが、エネルギーが足りずに自分の星に帰れないのだという。バムさんを星に帰すエネルギーを作るため、6人は大観衆を集めたパーティーを計画するが……。リリカルスクールが劇中でもリリカルスクールを演じるほか、スチャダラパーのANI、バッファロー吾郎Aなど、個性的な顔ぶれが脇を固める。監督は井口昇作品の常連で「進撃の巨人」などにも出演したデモ田中。本作が商業映画監督デビュー作となる。","2016年5月28日","2017-02-20 08:56:28","2017-02-20 08:56:28"
14,"若葉のころ","http://image.eiga.k-img.com/images/movie/84418/poster2/200.jpg?1456916251","ジョウ・グータイ","1971年公開の「小さな恋のメロディ」挿入曲としてヒットしたビージーズの「若葉のころ」のメロディとともに、母と娘それぞれの初恋を描いた台湾発のラブストーリー。母が17歳だった1982年と娘が17歳の2013年を舞台に、それぞれの初恋の揺れる思いを瑞々しく描いた。離婚した母や祖母と一緒に台北で暮らす女子高生バイは、親友ウエンと男友達イエの関係に心を痛めていた。そんなある日、母ワンが交通事故で意識不明の重体に陥ってしまう。偶然にも母のパソコンから初恋相手リン宛の未送信メールを発見したバイは、母の青春に思いを馳せる。監督はジョイ・チョウ、メイデイなど人気アーティストのミュージックビデオを手掛け、本作が長編初監督作品となるジョウ・グーダイ。韓国ドラマ「美男＜イケメン＞ですね」の台湾リメイク版で注目を集めたルゥルゥ・チェンが、若き日の母ワンと主人公バイの2役を演じ、ワンの初恋相手リン役をジョニー・トー監督作品などで知られるリッチー・レンが演じる。","2016年5月28日","2017-02-20 08:56:35","2017-02-20 08:56:35"
15,"スノーホワイト　氷の王国","http://image.eiga.k-img.com/images/movie/83708/photo/3306840c771af07d/320.jpg?1458877882","セドリック・ニコラス＝トロイヤン","グリム童話の「白雪姫」を大胆にアレンジして描いたアクションファンタジー「スノーホワイト」の続編。ハンターのエリックを主人公に、前作でスノーホワイトとエリックによって滅ぼされた邪悪な女王ラヴェンナの過去や、ラヴェンナの妹で「氷の女王」と呼ばれるフレイヤの存在を描く。かつてラヴェンナにはフレイヤという愛情深い妹がいたが、ある事件をきっかけに、フレイヤは大きな悲しみに襲われ、悲しみと引き換えに強大な魔力を手に入れた。姉のもとを離れたフレイヤは、北の大地で自分だけの氷の王国を築いていたが、そんな彼女のもとに、姉のラヴェンナがハンターのエリックの剣によって滅ぼされたとの報せが届く。姉の死を知ったフレイヤは、配下の軍団に「魔法の鏡」を奪ってくるよう命じる。エリック役のクリス・ヘムズワースやラヴェンナ役のシャーリーズ・セロンが前作から再登場。フレイヤ役で「オール・ユー・ニード・イズ・キル」のエミリー・ブラント、女戦士サラ役で「ゼロ・ダーク・サーティ」「オデッセイ」のジェシカ・チャステインが新たに出演。","2016年5月27日","2017-02-20 08:56:38","2017-02-20 08:56:38"
16,"神様メール","http://image.eiga.k-img.com/images/movie/83805/poster2/200.jpg?1458803848","ジャコ・バン・ドルマル","「トト・ザ・ヒーロー」「八日目」などで知られるベルギーの異才ジャコ・バン・ドルマル監督が、前作「ミスター・ノーバディ」以来6年ぶりに手がけた監督第4作で、ベルギー・ブリュッセルの街に暮らす神様と、その娘が引き起こす騒動を描いたファンタジックコメディ。ブリュッセルの街に家族と一緒に暮らしている神様は、自分の部屋のパソコンで世界を管理し、面白半分で事故や災害を引き起こしている。そんな父に憤慨した10歳の娘エアは、それまで一歩も出たことがなかった街に出ることを決意。しかし、家出の前に立ち入りを禁じられている父の部屋に忍び込んでパソコンを触った彼女は、間違えて世界中の人々に死期を知らせるメールを送信してしまう。エアは人間たちを救済しようと街に繰り出し、そんな娘を追って神様も街に出るが……。","2016年5月27日","2017-02-20 08:56:38","2017-02-20 08:56:38"
17,"マイケル・ムーアの世界侵略のススメ","http://image.eiga.k-img.com/images/movie/84410/poster2/200.jpg?1458179953","マイケル・ムーア","「ボウリング・フォー・コロンバイン」や「華氏911」など、アメリカ国内のさまざまな問題を独自の観点で切り込んできたマイケル・ムーアによる「世界侵略」をテーマにしたドキュメンタリー作品。度重なる侵略戦争が良い結果にならなかったというアメリカ国防総省幹部からの切実な悩みを持ちかけられたムーア。そこでムーアは、自身が国防省に代わり、「侵略者」となって、世界各国から「あるモノ」を略奪するために出撃することを提案。ムーアは空母ロナルド・レーガンに搭乗し、ヨーロッパを目指すが……。","2016年5月27日","2017-02-20 08:56:40","2017-02-20 08:56:40"
18,"海よりもまだ深く","http://image.eiga.k-img.com/images/movie/83901/poster2/200.jpg?1458007228","是枝裕和","「海街diary」「そして父になる」の是枝裕和監督が、「歩いても　歩いても」「奇跡」に続いて阿部寛と3度目のタッグを組み、大人になりきれない男と年老いた母を中心に、夢見ていた未来とは違う現在を生きる家族の姿をつづった人間ドラマ。15年前に文学賞を一度受賞したものの、その後は売れず、作家として成功する夢を追い続けている中年男性・良多。現在は生活費のため探偵事務所で働いているが、周囲にも自分にも「小説のための取材」だと言い訳していた。別れた妻・響子への未練を引きずっている良多は、彼女を「張り込み」して新しい恋人がいることを知りショックを受ける。ある日、団地で一人暮らしをしている母・淑子の家に集まった良多と響子と11歳の息子・真悟は、台風で帰れなくなり、ひと晩を共に過ごすことになる。主人公の母親役を樹木希林が好演し、共演にも真木よう子、小林聡美、リリー・フランキーら豪華な顔ぶれがそろう。","2016年5月21日","2017-02-20 08:56:40","2017-02-20 08:56:40"
19,"ディストラクション・ベイビーズ","http://image.eiga.k-img.com/images/movie/82632/poster2/200.jpg?1457666272","真利子哲也","柳楽優弥、菅田将暉、小松菜奈、村上虹郎ら若手実力派キャストが集結し、愛媛県松山市を舞台に若者たちの欲望と狂気を描いた青春群像劇。「イエローキッド」「NINIFUNI」などで世界的注目を集める新鋭・真利子哲也監督が商業映画デビューを果たし、「桐島、部活やめるってよ」の喜安浩平が共同脚本を担当。愛媛の小さな港町・三津浜の造船所で暮らす泰良と弟の将太。いつもケンカばかりしている泰良は、ある日突然、町から姿を消し、松山の中心街で強そうな相手を見つけてはケンカを売るようになる。そんなある日、裕也という青年から声を掛けられた泰良は、裕也と一緒に通行人に無差別に暴行を加え、車を強奪。その車に乗りあわせていた少女・那奈も巻き込んで松山市外へと向かう。","2016年5月21日","2017-02-20 08:56:41","2017-02-20 08:56:41"
20,"少女椿","http://image.eiga.k-img.com/images/movie/84316/poster2/200.jpg?1455242124","TORICO","1984年の発刊以降、世界中でカルト的な人気を誇り、アニメ映画化や舞台化もされた丸尾末広による同名漫画を、短編映画「ミガカガミ」でモントリオールほか国内外の映画祭で注目されたTORICO監督のメガホンにより初の実写映画化。身寄りもなく、赤猫サーカス団に拾われた14歳のみどり。サーカス団に超能力を持ったワンダー正光が加入する。団員たちからいじめに遭うみどりを気にかけてくれるワンダー正光に心惹かれるみどりだったが、超能力で団員たちを従わせ、さらには殺害までするワンダー正光の姿に、その思いはやがて恐怖へと変わっていく。主人公・みどり役にはモデル、タレントとして活躍し、本作は映画デビューとなる中村里砂。「猫なんかよんでもこない。」の風間俊介、ロックバンド「SuG」の武瑠らが脇を固める。","2016年5月21日","2017-02-20 08:56:42","2017-02-20 08:56:42"
21,"機動戦士ガンダム THE ORIGIN III 暁の蜂起","http://image.eiga.k-img.com/images/movie/83518/poster2/200.jpg?1456369408","安彦良和","「機動戦士ガンダム」のキャラクターデザイナーとして知られる安彦良和が、同作をコミカライズした「機動戦士ガンダム THE ORIGIN」をアニメーション化。安彦自身が総監督、「機動戦士ガンダム0083」の今西隆志が監督を務め、「赤い彗星」ことシャア・アズナブルと妹セイラ・マスの過去を描くシリーズの第3話。宇宙世紀0074年、テキサス・コロニーを離れたエドワウ・マスは、身分を偽りシャア・アズナブルとしてジオン自治共和国国防軍士官学校に入学する。同期には仇敵ザビ家の末息子ガルマがいたが、2人は親交を深め、周囲にも一目置かれる存在へと成長してく。そして宇宙世紀0077年、学生たちが独立を掲げて武装蜂起する事態が発生するが……。","2016年5月21日","2017-02-20 09:41:38","2017-02-20 09:41:38"
22,"君がくれたグッドライフ","http://image.eiga.k-img.com/images/movie/84249/poster2/200.jpg?1454555127","クリスティアン・チューベルト","不治の病を宣告された男性が妻や仲間とともに旅を通じて命と向き合う姿を描いたドイツ映画。仲間とともに年に1回、自転車で旅をするハンネス、キキ夫妻。ALS（筋萎縮性側索硬化症）と宣告されたハンネスは、尊厳死の許されるベルギーへの旅を希望した。ハンネスが直面している現実を知り、友人たちはショックを隠せなかったが、ハンネスの願いどおりベルギーを目指すことを決意する。「ヴィンセントは海へ行きたい」でドイツ映画賞主演男優賞を獲得したフロリアン・ダービト・フィッツが主人公ハンネスを演じる。","2016年5月21日","2017-02-20 09:41:38","2017-02-20 09:41:38"
23,"なぜ生きる　蓮如上人と吉崎炎上","http://image.eiga.k-img.com/images/movie/84659/photo/e5cdd1b4fa911c34/320.jpg?1459395753","大庭秀昭","鎌倉時代に親鸞によって開かれた浄土真宗が花開く戦国時代を背景に、「人はなぜ生きるのか」という問いへの答えを求めた男たちの姿を描いた歴史アニメ。自身の不遇な身を嘆き、もがき苦しんでいた若き了顕は、浄土真宗の僧・蓮如の法話と出会う。親鸞が明らかにした「なぜ生きる」の答えが示されたその法話により、心が晴れた了顕は蓮如に弟子入りする。本願寺の参詣者が増えることで、他宗派からの恨みを買った蓮如と了顕たちは京都を追われ、吉崎（現在の福井）にたどり着くが……。里見浩太朗が蓮如役を演じ、小西克幸、田中秀幸らベテラン声優陣が共演する。","2016年5月21日","2017-02-20 09:41:39","2017-02-20 09:41:39"
24,"アメリカ・ワイルド","http://image.eiga.k-img.com/images/movie/84582/poster2/200.jpg?1458271247","グレッグ・マクギリブレイ","アメリカ国立公園事業100周年を記念した作品で、米国内の大自然や絶景をIMAX 3Dで体感することができるアドベンチャードキュメンタリー。イエローストーン、ヨセミテ、エバーグレーズなど、壮大なアメリカの自然の中を、プロの登山家たちが時に徒歩で、時にマウンテンバイクで縦走し、その様子をIMAX専用カメラで撮影。通常では味わうことの難しい大自然の迫力をスクリーンで味わうことができる。オリジナルのナレーションはロバート・レッドフォード、日本版は小澤征悦が担当した。","2016年5月21日","2017-02-20 09:41:39","2017-02-20 09:41:39"
25,"シマウマ","http://image.eiga.k-img.com/images/movie/84275/poster2/200.jpg?1457665987","橋本一","ダークな世界観と過激なバイオレンス描写が人気の小幡文生による同名コミックを、竜星涼主演、「探偵はBARにいる」シリーズの橋本一監督のメガホン、「凶悪」の高橋泉の脚本で実写映画化。仲間と美人局で金稼ぎをしていた倉神竜夫＝通称・ドラ。ある日、美人局でヤクザを引っかけてしまったことから、ドラの日常は暗闇へと堕ちていった。ドラは、他者から受けた屈辱などに対し、手段を選ばずに代理で復しゅうする「回収屋」の世界へ足を踏み入れていく。主人公ドラ役を「orange オレンジ」、特撮ドラマ「獣電戦隊キョウリュウジャー」の竜星が演じ、回収屋の一員役として、須賀健太、日南響子が脇を固める。加藤雅也が回収屋を取り仕切る謎の男「シマウマ」役で出演。","2016年5月21日","2017-02-20 09:41:39","2017-02-20 09:41:39"
26,"映画　日本刀　刀剣の世界","http://image.eiga.k-img.com/images/movie/84760/photo/7677c2d71c84990e/320.jpg?1461830588","大内達夫","ゲーム「刀剣乱舞」の大ヒットをきっかけに「刀剣女子」が流行語大賞にノミネートされるなど、年齢・性別を超えて注目を集めはじめている日本刀を題材にしたドキュメンタリー。明石国行、童子切安綱、三日月宗近といった国宝をはじめとする25振りの名刀にスポットを当て、その持ち主である武将たちとの数奇な運命を振り返るとともに、古くから受け継がれてきた日本刀の製造工程を紹介。奈良県無形文化財に認定されている刀鍛冶師・月山貞利氏や、人間国宝の刀研磨師・本阿弥光洲氏を取材し、匠たちの秘伝の技を映し出していく。ゲーム「刀剣乱舞」で三日月宗近役を務めた声優・鳥海浩輔がナレーションを担当。","2016年5月21日","2017-02-20 09:41:40","2017-02-20 09:41:40"
27,"牙狼 GARO DIVINE FLAME","http://image.eiga.k-img.com/images/movie/83629/photo/b8ccd64a05bbd2e2/320.jpg?1460624482","林祐一郎","人気特撮テレビドラマ「牙狼 GARO」シリーズのアニメ版として2014年から放送された「牙狼 GARO 炎の刻印」の劇場版。テレビアニメ版の続編で、4年後を舞台に新たな物語が展開される。黄金騎士「牙狼」の称号を受け継いだレオンは、バリアンテ王国の王子アルフォンソと共に次代の騎士の育成に心血を注いでいた。そんな彼らに、隣国バゼリアに巣食うホラーの討伐命令が下される。しかし同じ頃、次代の騎士候補が何者かに拉致されてしまう。必死で行方を追うレオンは、敵の妨害で窮地に陥ったところをバゼリアの魔戒騎士ダリオに助けられ、彼に導かれてたどり着いた街で、ある意外な人物に遭遇する。テレビアニメ版も手がけた林祐一郎が監督を続投。","2016年5月21日","2017-02-20 09:41:41","2017-02-20 09:41:41"
28,"デュラララ!!×2 結　外伝!?　第19.5話「デュフフフ!!」","http://image.eiga.k-img.com/images/movie/84512/poster2/200.jpg?1457923639","大森貴弘","人気アニメ第2期「デュラララ!!×2」の番外編OVA第3弾。成田良悟による原作ライトノベル10周年を記念して出版された「デュラララ!! 外伝!?」所収の短編エピソード「デュフフフ!!」を映像化した。池袋最凶の男・平和島静雄のニセモノで、沼袋のチンピラ・野襖志津夫が池袋にやってきたことから起こる波乱を描く。新キャラクターとなる野襖志津夫役の声優は、「遊☆戯☆王　デュエルモンスターズ」などで知られる津田健次郎。劇場上映時には、「デュフフフ!!」本編に加えて、OVA第1弾「私の心は鍋模様」と第2弾「お惚気チャカポコ」も同時上映する。","2016年5月21日","2017-02-20 09:41:41","2017-02-20 09:41:41"
29,"明日の世界","http://image.eiga.k-img.com/images/movie/84206/photo/e028dfc8ea45b23a/320.jpg?1459996951","ドン・ハーツフェルト","アメリカのインディペンデント界を代表するアニメーション作家ドン・ハーツフェルトが、クローン技術の発達した近未来を舞台に描いた短編アニメーション。ある日突然、未来から交信を受けた少女エミリー。同じくエミリーという名前のその女性は、彼女のクローンだった。少女エミリーはクローンのエミリーに導かれ、未来の世界を訪れる。「死」が消えたその世界では、永遠の命を持て余した人々がボンヤリとした切ない人生を送っていた。サンダンス映画祭で審査員グランプリを受賞、第88回アカデミー賞の短編アニメーション部門にもノミネートされた。","2016年5月21日","2017-02-20 09:41:42","2017-02-20 09:41:42"
30,"きっと全て大丈夫","http://image.eiga.k-img.com/images/movie/84696/photo/c74084f64f32b93f/320.jpg?1459997146","ドン・ハーツフェルト","第88回アカデミー短編アニメーション賞にノミネートされた「明日の世界」などで知られる、アメリカのアニメーション作家ドン・ハーツフェルトが、2006年から12年にかけて発表した短編3部作をまとめて長編化。身に降りかかる災難や細かな日々の問題をきっかけに、人生の意味を考えるようになった主人公ビルを、独自のナレーションと実写映像、アニメの融合で描いた傑作短編「きっと全て大丈夫」（06年／14分）から、同じくビルを主人公に描いた「あなたは私の誇り」（08年／22分）、「なんて素敵な日」（12年／23分）の3部作をまとめ、未公開の映像も盛り込んだ。16年、短編「明日の世界」と併映で劇場公開。","2016年5月21日","2017-02-20 09:41:45","2017-02-20 09:41:45"
31,"スティーヴ・マックィーン　その男とル・マン","http://image.eiga.k-img.com/images/movie/84503/poster2/200.jpg?1458098862","ガブリエル・クラーク","スティーブ・マックィーンの代表作の一つである、1971年のカーレース映画「栄光のル・マン」の製作過程を描いたドキュメンタリー。無類のクルマ好きで知られたマックィーンが、ル・マン24時間レースをテーマに、事実上、製作・脚本・監督・主演の4役をこなし完成させた「栄光のル・マン」。監督との対立、大幅な予算超過と製作の遅れによるプロデュース権の剥奪、自身の制作プロの解散など、さまざまなトラブルに巻き込まれながらも、なんとか完成にこぎつけた「栄光のル・マン」の顛末を、新たに発見された未使用映像、マックィーンのボイスレコーディング、当時の関係者のインタビューなどで振り返る。","2016年5月21日","2017-02-20 09:41:46","2017-02-20 09:41:46"
32,"冬冬（トントン）の夏休み","http://image.eiga.k-img.com/images/movie/47392/poster2/200.jpg?1457339207","ホウ・シャオシェン","台湾の名匠ホウ・シャオシェンが、祖父の住む田舎でひと夏を過ごす幼い兄妹の姿を通し、自然の美しさや子どもたちの友情をみずみずしく描いた名作ドラマ。台北の小学校を卒業したトントンは、母が入院したため、幼い妹と2人で夏休みを田舎の祖父の家で過ごすことに。近所の子どもたちともすぐに仲良くなり、トントンは田畑を駆け回って楽しいひと夏を過ごす。一方、妹のティンティンはなかなか仲間に加えてもらうことができず、兄たちにいたずらをしたりして過ごしていたが、やがて台北から父親が迎えにきて……。兄妹の父親役で、「恐怖分子」「ヤンヤン　夏の想い出」などで知られる映画監督のエドワード・ヤンが出演している。1990年に日本初公開され、2016年デジタルリマスター版が公開。","2016年5月21日","2017-02-20 09:41:47","2017-02-20 09:41:47"
33,"不思議なクニの憲法","http://image.eiga.k-img.com/images/movie/84815/photo/41c37cb85083f050/320.jpg?1461663912","松井久子","改正議論が高まる日本国憲法について、一般市民の目線から多角的に考察したドキュメンタリー。「折り梅」「レオニー」の松井久子監督が、主権者である国民の間に憲法の知識と意識を広げたいとの思いから製作。作家の瀬戸内寂聴をはじめ、憲法学者や元外交官といった有識者から、高校生や主婦といった一般市民まで、様々な立場の人物に話を聞く。政治的なメッセージ色を抑え、歴史的事実を踏まえながら、憲法が国民の暮らしや人生といかに密接に関わっているかを考える。女優の竹下景子がナレーションを担当。","2016年5月21日","2017-02-20 09:41:47","2017-02-20 09:41:47"
